Job ID,Job Title,Company Name,Job Location,Salary Range,Experience Required,Job Portal,Number of Applicants,Company Size,Job Description,Recruiter Email,fake_label,triggered_rules
JOB1016,Sales Representative,Wipro,Hyderabad,8-12 LPA,2-5 years,Indeed,25,Small (1-50),Role requires domain expertise and strong communication skills.,hiring@outlok.com,1,missing_description
JOB1017,Business Analyst,Deloitte,,3-5 LPA,0-2 years,Indeed,152,Medium (51-500),Work from home and get paid weekly — easy money!,admin@gmail.com,1,"email_suspicious,missing_description,location_missing"
JOB1018,HR Manager,Confidential,Chennai,3-5 LPA,2-5 years,Indeed,276,Medium (51-500),Easy pay and work opportunity for students — apply now!,career@outlook.com,1,"email_suspicious,missing_description,vague_company,trigger_keyword"
JOB1019,Cyber Security Analyst,Microsoft,Delhi,3-5 LPA,2-5 years,Naukri.com,248,Small (1-50),Looking for experienced professionals to join our growing team.,team@privatte.com,1,missing_description
JOB1020,Software Engineer,Deloitte,Anywhere,8-12 LPA,0-2 years,Naukri.com,116,Large (500+),Applicants should have relevant technical skills and industry exposure.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB1021,Data Scientist,Infosys,Noida,5-8 LPA,10+ years,Naukri.com,89,Medium (51-500),No experience required! Apply now and start earning today!,apply@jobssmail.com,1,"missing_description,trigger_keyword"
JOB1022,Software Engineer,IBM,Remote,12-20 LPA,5-10 years,LinkedIn,261,Small (1-50),No experience required! Apply now and start earning today!,hr@jobssmail.com,1,"missing_description,trigger_keyword"
JOB1023,Marketing Executive,IBM,Bangalore,12-20 LPA,0-2 years,LinkedIn,111,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",hiring@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1024,Software Engineer,HCL,Bangalore,5-8 LPA,5-10 years,LinkedIn,339,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,admin@gmail.com,1,"email_suspicious,missing_description"
JOB1025,Graphic Designer,TCS,Noida,20+ LPA,2-5 years,Naukri.com,458,Medium (51-500),Competitive role with clear growth path and mentorship.,apply@gmaill.com,1,"missing_description,company_salary_mismatch"
JOB1026,Product Manager,Deloitte,Remote,3-5 LPA,2-5 years,LinkedIn,344,Large (500+),Role requires domain expertise and strong communication skills.,hiring@hiremefast.co,1,missing_description
JOB1027,Marketing Executive,Amazon,Jaipur,8-12 LPA,0-2 years,LinkedIn,305,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,contact@gmail.com,1,"email_suspicious,missing_description"
JOB1028,Marketing Executive,Amazon,Pune,3-5 LPA,0-2 years,Naukri.com,312,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB1029,Product Manager,IBM,Multiple Locations,12-20 LPA,2-5 years,Indeed,32,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB1030,Graphic Designer,Google,Pune,8-12 LPA,0-2 years,Naukri.com,175,Large (500+),Candidates will work closely with cross-functional teams to meet objectives.,team@gmail.com,1,"email_suspicious,missing_description"
JOB1031,Data Scientist,Microsoft,Bangalore,5-8 LPA,10+ years,Indeed,379,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,hr@gmail.com,1,"email_suspicious,missing_description"
JOB1032,Marketing Executive,Google,Pune,20+ LPA,0-2 years,Naukri.com,354,Small (1-50),Work from home and get paid weekly — easy money!,hr@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB1033,Product Manager,TCS,Chennai,20+ LPA,2-5 years,Indeed,383,Small (1-50),We value innovation and collaboration in a fast-paced environment.,recruitment@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB1034,HR Manager,Wipro,Pune,3-5 LPA,0-2 years,Naukri.com,152,Medium (51-500),Competitive role with clear growth path and mentorship.,jobs@outlok.com,1,missing_description
JOB1035,Sales Representative,Accenture,Remote,20+ LPA,0-2 years,Naukri.com,404,Large (500+),Join us to build the next generation of solutions in your field.,jobs@privatte.com,1,missing_description
JOB1036,Financial Analyst,Microsoft,Bangalore,8-12 LPA,2-5 years,Indeed,153,Medium (51-500),Role requires domain expertise and strong communication skills.,career@gmail.com,1,"email_suspicious,missing_description"
JOB1037,Financial Analyst,TCS,,3-5 LPA,2-5 years,LinkedIn,188,Small (1-50),Looking for experienced professionals to join our growing team.,hr@outlok.com,1,"missing_description,location_missing"
JOB1038,Product Manager,Google,Pune,20+ LPA,0-2 years,LinkedIn,119,Large (500+),Applicants should have relevant technical skills and industry exposure.,career@company-careers.c0m,1,missing_description
JOB1039,HR Manager,Private,,20+ LPA,10+ years,LinkedIn,69,Small (1-50),Role requires domain expertise and strong communication skills.,career@privatte.com,1,"missing_description,location_missing,company_salary_mismatch"
JOB1040,Graphic Designer,Amazon,Mumbai,5-8 LPA,0-2 years,Naukri.com,250,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,apply@jobssmail.com,1,missing_description
JOB1041,Product Manager,Microsoft,Mumbai,3-5 LPA,10+ years,Indeed,39,Small (1-50),No experience required! Apply now and start earning today!,contact@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1042,Marketing Executive,Accenture,Noida,3-5 LPA,5-10 years,Indeed,377,Medium (51-500),Easy pay and work opportunity for students — apply now!,admin@outlook.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1043,Data Scientist,Google,Jaipur,3-5 LPA,5-10 years,Naukri.com,137,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB1044,Graphic Designer,Deloitte,Hyderabad,5-8 LPA,5-10 years,Naukri.com,380,Small (1-50),Join us to build the next generation of solutions in your field.,hr@company-careers.c0m,1,missing_description
JOB1045,Sales Representative,TCS,Pune,12-20 LPA,0-2 years,Indeed,493,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",career@gmaill.com,1,"missing_description,trigger_keyword"
JOB1046,Sales Representative,Amazon,Delhi,5-8 LPA,10+ years,Naukri.com,124,Small (1-50),Applicants should have relevant technical skills and industry exposure.,apply@outlok.com,1,missing_description
JOB1047,Graphic Designer,IBM,Mumbai,20+ LPA,2-5 years,Naukri.com,201,Medium (51-500),Applicants should have relevant technical skills and industry exposure.,team@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB1048,HR Manager,Confidential,Remote,20+ LPA,2-5 years,Naukri.com,243,Small (1-50),We value innovation and collaboration in a fast-paced environment.,career@gmail.com,1,"email_suspicious,missing_description,vague_company,company_salary_mismatch"
JOB1049,Product Manager,Private,Ahmedabad,3-5 LPA,2-5 years,Indeed,155,Small (1-50),Work from home and get paid weekly — easy money!,contact@jobssmail.com,1,missing_description
JOB1050,Cyber Security Analyst,Wipro,Anywhere,20+ LPA,10+ years,Naukri.com,332,Small (1-50),Work from home and get paid weekly — easy money!,admin@outlook.com,1,"email_suspicious,missing_description,company_salary_mismatch"
JOB1051,Product Manager,HCL,Bangalore,5-8 LPA,10+ years,Indeed,11,Large (500+),Applicants should have relevant technical skills and industry exposure.,career@company-careers.c0m,1,missing_description
JOB1052,Product Manager,HCL,Jaipur,3-5 LPA,5-10 years,LinkedIn,16,Small (1-50),We value innovation and collaboration in a fast-paced environment.,recruitment@gmaill.com,1,missing_description
JOB1053,Product Manager,Wipro,Bangalore,3-5 LPA,0-2 years,Indeed,376,Small (1-50),Limited slots available! Click here to apply fast!,jobs@privatte.com,1,missing_description
JOB1054,Marketing Executive,TCS,Hyderabad,12-20 LPA,0-2 years,Naukri.com,84,Medium (51-500),Join us to build the next generation of solutions in your field.,team@private.com,1,missing_description
JOB1055,Graphic Designer,Infosys,Kolkata,12-20 LPA,2-5 years,Indeed,306,Medium (51-500),Join us to build the next generation of solutions in your field.,career@outlook.com,1,"email_suspicious,missing_description"
JOB1056,Business Analyst,Deloitte,Jaipur,5-8 LPA,2-5 years,Indeed,201,Small (1-50),Limited slots available! Click here to apply fast!,recruitment@hiremefast.co,1,missing_description
JOB1057,Cyber Security Analyst,Amazon,Noida,5-8 LPA,0-2 years,Naukri.com,191,Large (500+),No experience required! Apply now and start earning today!,team@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1058,Sales Representative,Infosys,Hyderabad,3-5 LPA,5-10 years,Indeed,36,Medium (51-500),Join us to build the next generation of solutions in your field.,hiring@outlok.com,1,missing_description
JOB1059,Product Manager,Accenture,Kolkata,5-8 LPA,5-10 years,LinkedIn,478,Medium (51-500),We value innovation and collaboration in a fast-paced environment.,career@gmail.com,1,"email_suspicious,missing_description"
JOB1060,Graphic Designer,Infosys,Remote,8-12 LPA,0-2 years,Naukri.com,59,Small (1-50),We value innovation and collaboration in a fast-paced environment.,apply@outlook.com,1,"email_suspicious,missing_description"
JOB1061,Product Manager,Private,Bangalore,5-8 LPA,10+ years,Indeed,227,Small (1-50),We value innovation and collaboration in a fast-paced environment.,apply@company-careers.c0m,1,missing_description
JOB1062,Marketing Executive,Confidential,,12-20 LPA,2-5 years,Indeed,153,Medium (51-500),Role requires domain expertise and strong communication skills.,admin@gmail.com,1,"email_suspicious,missing_description,vague_company,location_missing"
JOB1063,Data Scientist,TCS,Kolkata,20+ LPA,5-10 years,LinkedIn,324,Small (1-50),Applicants should have relevant technical skills and industry exposure.,hiring@hiremefast.co,1,"missing_description,company_salary_mismatch"
JOB1064,Business Analyst,Confidential,Jaipur,5-8 LPA,0-2 years,LinkedIn,441,Medium (51-500),Role requires domain expertise and strong communication skills.,admin@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB1065,Cyber Security Analyst,Accenture,Delhi,3-5 LPA,0-2 years,Naukri.com,435,Large (500+),Pay and work with flexible hours — earn money fast!,recruitment@outlook.com,1,"email_suspicious,missing_description"
JOB1066,Sales Representative,Amazon,Noida,5-8 LPA,10+ years,Naukri.com,464,Small (1-50),Competitive role with clear growth path and mentorship.,hiring@hiremefast.co,1,missing_description
JOB1067,Software Engineer,HCL,Hyderabad,12-20 LPA,10+ years,Naukri.com,14,Medium (51-500),Join us to build the next generation of solutions in your field.,contact@outlook.com,1,"email_suspicious,missing_description"
JOB1068,Business Analyst,Deloitte,Chennai,8-12 LPA,5-10 years,LinkedIn,437,Small (1-50),Join us to build the next generation of solutions in your field.,apply@gmail.com,1,"email_suspicious,missing_description"
JOB1069,Product Manager,HCL,Hyderabad,3-5 LPA,0-2 years,Indeed,74,Medium (51-500),Competitive role with clear growth path and mentorship.,team@outlook.com,1,"email_suspicious,missing_description"
JOB1070,HR Manager,Private,Kolkata,12-20 LPA,0-2 years,LinkedIn,310,Large (500+),Role requires domain expertise and strong communication skills.,team@outlook.com,1,"email_suspicious,missing_description"
JOB1071,Financial Analyst,TCS,Pune,5-8 LPA,0-2 years,LinkedIn,175,Small (1-50),Join us to build the next generation of solutions in your field.,admin@outlook.com,1,"email_suspicious,missing_description"
JOB1072,Product Manager,Private,Chennai,20+ LPA,2-5 years,Indeed,186,Medium (51-500),Role requires domain expertise and strong communication skills.,contact@gmaill.com,1,"missing_description,company_salary_mismatch"
JOB1073,Software Engineer,Deloitte,Bangalore,20+ LPA,10+ years,Indeed,85,Medium (51-500),No experience required! Apply now and start earning today!,career@gmail.com,1,"email_suspicious,missing_description,company_salary_mismatch,trigger_keyword"
JOB1074,Sales Representative,Deloitte,Ahmedabad,8-12 LPA,0-2 years,Indeed,234,Small (1-50),Competitive role with clear growth path and mentorship.,hr@company-careers.c0m,1,missing_description
JOB1075,Cyber Security Analyst,HCL,Kolkata,12-20 LPA,2-5 years,Indeed,490,Small (1-50),Competitive role with clear growth path and mentorship.,career@outlook.com,1,"email_suspicious,missing_description"
JOB1076,Data Scientist,Microsoft,Chennai,20+ LPA,10+ years,LinkedIn,270,Small (1-50),Candidates will work closely with cross-functional teams to meet objectives.,hiring@company-careers.c0m,1,"missing_description,company_salary_mismatch"
JOB1077,Product Manager,Infosys,Bangalore,8-12 LPA,10+ years,LinkedIn,334,Small (1-50),No experience required! Apply now and start earning today!,recruitment@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1078,Graphic Designer,Private,Bangalore,12-20 LPA,0-2 years,LinkedIn,47,Large (500+),No experience required! Apply now and start earning today!,team@gmail.com,1,"email_suspicious,missing_description,trigger_keyword"
JOB1079,Cyber Security Analyst,Google,Bangalore,5-8 LPA,0-2 years,LinkedIn,42,Small (1-50),Join us to build the next generation of solutions in your field.,hr@privatte.com,1,missing_description
JOB1080,Data Scientist,,Mumbai,8-12 LPA,0-2 years,Naukri.com,223,Medium (51-500),Candidates will work closely with cross-functional teams to meet objectives.,recruitment@gmail.com,1,"email_suspicious,missing_description,vague_company"
JOB1081,Data Scientist,Wipro,Chennai,12-20 LPA,10+ years,LinkedIn,380,Medium (51-500),Competitive role with clear growth path and mentorship.,recruitment@privatte.com,1,missing_description
JOB1082,Data Scientist,Wipro,Ahmedabad,20+ LPA,2-5 years,Naukri.com,483,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",recruitment@outlok.com,1,"missing_description,company_salary_mismatch,trigger_keyword"
JOB1083,Financial Analyst,Wipro,Noida,8-12 LPA,10+ years,LinkedIn,149,Medium (51-500),Urgent hiring — start immediately without any qualifications!,jobs@outlook.com,1,"email_suspicious,missing_description"
JOB1084,Data Scientist,Wipro,Ahmedabad,8-12 LPA,10+ years,LinkedIn,417,Small (1-50),Limited slots available! Click here to apply fast!,admin@jobssmail.com,1,missing_description
JOB1085,Product Manager,IBM,Hyderabad,20+ LPA,2-5 years,Indeed,228,Large (500+),Pay and work with flexible hours — earn money fast!,hiring@gmail.com,1,"email_suspicious,missing_description"
JOB1086,Graphic Designer,Confidential,Remote,5-8 LPA,10+ years,LinkedIn,228,Small (1-50),"No expreience required, immediate joiners welcome! Apply now!",team@gmail.com,1,"email_suspicious,missing_description,vague_company,trigger_keyword"
